"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","COUNTRY_CODE","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","HGT_IND","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","EXTERNAL","SOURCE_EXCLUSION_FLAG","OB_SOURCE","OB_PLATFORM","FM_CODE_VER","STA_WX_IND","PAST_WX2","IND_FOR_WAVE_MEAS","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","ICE_ACCR_ON_SHIP","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP","AMT_PRECIP","DUR_OF_PER","QC_IND","QC_IND_FOR_FIELDS","MQCS_VER","SHIP_HEADING","COURSE_OVER_GROUND","SPD_OVER_GROUND","MAX_HT_SUM_LOAD","DEP_LOAD_IN","REL_WIND_DIR","REL_WIND_SPD"
"44930","2006-12-24T21:00:00","47.06","-41.10",,,"1","3","2","5",,,,"3",,,,,,,,,,"10211",,,"3",,,,,,,"99",,,,,,,,,,,,,"173","71","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP6038","2006-12-24T21:00:00","46.40","-48.40",,,"1","6","0","0","0","0",,"1",,"0","150","4","237",,"95","61","6","10015","7","55","3","61","0","61",,"60","0","26","8","8","7",,"1","A","A","5","4","32","10","4","173","68","992","114","5","1","2","1","111113","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"VEP717","2006-12-24T21:00:00","46.70","-48.70",,,"1","5","0","0","0","0",,"1",,"0","150","4","242",,"96","61","6","10010","7","38","3","54","0","52",,"50",,"35","8","8","7",,"2","A","A","6","5",,,,"173","68","992","114","5","1","2","1","111311","111111111111A1",,,,,,"1","6",,,,,,,,,,,,,"4",,,,,,,,,,,,
"44909","2006-12-24T21:20:00","43.17","-48.32",,,"1","3","2","5",,,,"3",,,,,,,,,,"10082",,,"3",,,,,,,"90",,,,,,,,,,,,,"173","38","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44937","2006-12-24T21:22:00","41.83","-49.71",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"138",,,,,,,,,,,,,"173","19","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44933","2006-12-24T21:50:00","49.61","-43.15",,,"1","3","2","5",,,,"3",,,,,,,,,,"10145",,,"3",,,,,,,"90",,,,,,,,,,,,,"173","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-24T22:00:00","47.88","-42.10",,,"1","3","2","5",,,,"3",,,,,,,,,,"10172",,,"3",,,,,,,"145",,,,,,,,,,,,,"173","72","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44624","2006-12-24T22:00:00","49.70","-49.92",,,"1","3","2","5",,,,"3",,,,,,,,,,"9958",,,"3",,,,,,,"17",,,,,,,,,,,,,"173","99","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-24T22:00:00","43.25","-44.14",,,"1","3","2","5",,,,"3",,,,,,,,,,"10164",,,"3",,,,,,,"174",,,,,,,,,,,,,"173","34","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44766","2006-12-24T22:00:00","43.64","-45.46",,,"1","3","2","5",,,,"3",,,,,,,,,,"10126",,,"3",,,,,,,"183",,,,,,,,,,,,,"173","35","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-24T22:00:00","48.81","-43.02",,,"1","3","2","5",,,,"3",,,,,,,,,,"10147",,,"3",,,,,,,"73",,,,,,,,,,,,,"173","83","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-24T22:00:00","47.09","-41.13",,,"1","3","2","5",,,,"3",,,,,,,,,,"10195",,,"3",,,,,,,"99",,,,,,,,,,,,,"173","71","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-24T22:18:00","46.88","-48.79",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"30",,,,,,,,,,,,,"173","68","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44937","2006-12-24T22:19:00","41.83","-49.71",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"137",,,,,,,,,,,,,"173","19","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44909","2006-12-24T22:20:00","43.17","-48.32",,,"1","3","2","5",,,,"3",,,,,,,,,,"10080",,,"3",,,,,,,"90",,,,,,,,,,,,,"173","38","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44933","2006-12-24T22:50:00","49.65","-43.17",,,"1","3","2","5",,,,"3",,,,,,,,,,"10133",,,"3",,,,,,,"91",,,,,,,,,,,,,"173","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-24T23:00:00","47.75","-42.05",,,"1","3","2","5",,,,"3",,,,,,,,,,"10159",,,"3",,,,,,,"145",,,,,,,,,,,,,"173","72","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44624","2006-12-24T23:00:00","49.70","-49.92",,,"1","3","2","5",,,,"3",,,,,,,,,,"9942",,,"3",,,,,,,"17",,,,,,,,,,,,,"173","99","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-24T23:00:00","43.25","-44.14",,,"1","3","2","5",,,,"3",,,,,,,,,,"10160",,,"3",,,,,,,"174",,,,,,,,,,,,,"173","34","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44766","2006-12-24T23:00:00","43.64","-45.46",,,"1","3","2","5",,,,"3",,,,,,,,,,"10110",,,"3",,,,,,,"184",,,,,,,,,,,,,"173","35","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-24T23:00:00","48.82","-43.04",,,"1","3","2","5",,,,"3",,,,,,,,,,"10136",,,"3",,,,,,,"73",,,,,,,,,,,,,"173","83","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-24T23:00:00","47.12","-41.20",,,"1","3","2","5",,,,"3",,,,,,,,,,"10185",,,"3",,,,,,,"99",,,,,,,,,,,,,"173","71","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44909","2006-12-24T23:20:00","43.19","-48.29",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"173","38","714","63","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44937","2006-12-24T23:32:00","41.80","-49.58",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"137",,,,,,,,,,,,,"173","19","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44933","2006-12-24T23:50:00","49.65","-43.18",,,"1","3","2","5",,,,"3",,,,,,,,,,"10119",,,"3",,,,,,,"89",,,,,,,,,,,,,"173","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3ERP5","2006-12-25T00:00:00","43.70","-46.00",,,"1","5","0","0","1","4",,"1",,"0","200","4","149",,"96","80","1","10080","6","10","3","130","0","120",,"110","1","120","8","7","7",,"5","5","3","11","8","23","13","9","173","36","992","114","5","1","2","1","111111","11111111111111",,,,,,"1","5",,,,,,,,,,,,,"4",,,,,,,,,,,,
"44622","2006-12-25T00:00:00","47.88","-42.10",,,"1","3","2","5",,,,"3",,,,,,,,,,"10146",,,"3",,,,,,,"145",,,,,,,,,,,,,"173","72","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44624","2006-12-25T00:00:00","49.71","-49.90",,,"1","3","2","5",,,,"3",,,,,,,,,,"9935",,,"3",,,,,,,"17",,,,,,,,,,,,,"173","99","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-25T00:00:00","43.21","-44.06",,,"1","3","2","5",,,,"3",,,,,,,,,,"10149",,,"3",,,,,,,"174",,,,,,,,,,,,,"173","34","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44766","2006-12-25T00:00:00","43.69","-45.35",,,"1","3","2","5",,,,"3",,,,,,,,,,"10101",,,"3",,,,,,,"184",,,,,,,,,,,,,"173","35","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-25T00:00:00","48.83","-43.02",,,"1","3","2","5",,,,"3",,,,,,,,,,"10121",,,"3",,,,,,,"73",,,,,,,,,,,,,"173","83","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-25T00:00:00","47.12","-41.20",,,"1","3","2","5",,,,"3",,,,,,,,,,"10174",,,"3",,,,,,,"99",,,,,,,,,,,,,"173","71","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP6038","2006-12-25T00:00:00","46.40","-48.40",,,"1","6",,"0","0","0",,"1",,"0","220","4","165",,"92","45","4","10001","4","0",,"46","0","46",,"50","0","29","9",,"A",,"A","A","A","5","4","32","10","3","173","68","792","103","5","1","2","1","111113","11111113313111",,,,,,"1","4",,,,,,,,,,,,,"4",,,,,,,,,,,,
"V7EI9","2006-12-25T00:00:00","42.00","-41.70",,,"1","5","0","0","2",,,"1",,"0","190","4","118",,"98","2",,"10199","8","11","0","142","0","118",,"99","1","180",,,,,"7",,,,,,,,"173","21","992","114","5","1","2","1","111111","1111A111118AA1",,,,,,"1",,,,,,,,,,,,,,"4",,,,,,,,,,,,
"VEP717","2006-12-25T00:00:00","46.70","-48.70",,,"1","5","0","0","0","0",,"1",,"0","230","4","165",,"90","47","6","10004","7","6","3","42","0","40",,"40",,"35","9","9","A",,"A","A","A","7","5",,,,"173","68","992","114","5","1","2","1","111113","111111111111A1",,,,,,"1","6",,,,,,,,,,,,,"4",,,,,,,,,,,,
"YJUF7","2006-12-25T00:00:00","46.70","-48.00",,,"1","6","0","0","0","0",,"1",,"0","220","4","165",,"92","46","6","10005","7","9","3","44","0","43",,"40","0","15","9","9","A",,"A","A","A","5","3","21","9","5","173","68","992","114","5","1","2","1","111111","11131111111111",,,,,,"1","4",,,,,,,,,,,,,"4",,,,,,,,,,,,
"ZCBE7","2006-12-25T00:00:00","43.60","-44.40",,,"1","5","0","0","7","4",,"1",,"0","160","3","154",,"97","51","5","10123","7","60","0","140","0","140",,"140","1","120",,,,,"A",,,"6","6","23","7","8","173","34","992","114","5","1","2","1","111113","11111111118111",,,,,,"1","5",,,,,,,,,,,,,"4",,,,,,,,,,,,
"44909","2006-12-25T00:20:00","43.18","-48.28",,,"1","3","2","5",,,,"3",,,,,,,,,,"10059",,,"3",,,,,,,"90",,,,,,,,,,,,,"173","38","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44933","2006-12-25T00:50:00","49.70","-43.22",,,"1","3","2","5",,,,"3",,,,,,,,,,"10105",,,"3",,,,,,,"88",,,,,,,,,,,,,"173","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-25T01:00:00","47.94","-42.09",,,"1","3","2","5",,,,"3",,,,,,,,,,"10131",,,"3",,,,,,,"145",,,,,,,,,,,,,"173","72","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44624","2006-12-25T01:00:00","49.70","-49.91",,,"1","3","2","5",,,,"3",,,,,,,,,,"9932",,,"3",,,,,,,"17",,,,,,,,,,,,,"173","99","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-25T01:00:00","43.19","-44.03",,,"1","3","2","5",,,,"3",,,,,,,,,,"10120",,,"3",,,,,,,"174",,,,,,,,,,,,,"173","34","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44766","2006-12-25T01:00:00","43.69","-45.35",,,"1","3","2","5",,,,"3",,,,,,,,,,"10089",,,"3",,,,,,,"184",,,,,,,,,,,,,"173","35","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-25T01:00:00","48.86","-43.02",,,"1","3","2","5",,,,"3",,,,,,,,,,"10109",,,"3",,,,,,,"73",,,,,,,,,,,,,"173","83","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-25T01:00:00","47.16","-41.28",,,"1","3","2","5",,,,"3",,,,,,,,,,"10159",,,"3",,,,,,,"100",,,,,,,,,,,,,"173","71","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-25T01:07:00","46.91","-48.81",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"31",,,,,,,,,,,,,"173","68","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44937","2006-12-25T01:07:00","41.76","-49.52",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"137",,,,,,,,,,,,,"173","19","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44909","2006-12-25T01:20:00","43.18","-48.28",,,"1","3","2","5",,,,"3",,,,,,,,,,"10070",,,"3",,,,,,,"89",,,,,,,,,,,,,"173","38","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44933","2006-12-25T01:50:00","49.70","-43.22",,,"1","3","2","5",,,,"3",,,,,,,,,,"10089",,,"3",,,,,,,"89",,,,,,,,,,,,,"173","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-25T02:00:00","47.94","-42.09",,,"1","3","2","5",,,,"3",,,,,,,,,,"10117",,,"3",,,,,,,"145",,,,,,,,,,,,,"173","72","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44624","2006-12-25T02:00:00","49.71","-49.89",,,"1","3","2","5",,,,"3",,,,,,,,,,"9935",,,"3",,,,,,,"17",,,,,,,,,,,,,"173","99","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-25T02:00:00","43.19","-44.03",,,"1","3","2","5",,,,"3",,,,,,,,,,"10121",,,"3",,,,,,,"174",,,,,,,,,,,,,"173","34","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44766","2006-12-25T02:00:00","43.69","-45.35",,,"1","3","2","5",,,,"3",,,,,,,,,,"10075",,,"3",,,,,,,"184",,,,,,,,,,,,,"173","35","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-25T02:00:00","48.86","-43.02",,,"1","3","2","5",,,,"3",,,,,,,,,,"10092",,,"3",,,,,,,"74",,,,,,,,,,,,,"173","83","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-25T02:00:00","47.16","-41.28",,,"1","3","2","5",,,,"3",,,,,,,,,,"10143",,,"3",,,,,,,"100",,,,,,,,,,,,,"173","71","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44909","2006-12-25T02:20:00","43.18","-48.25",,,"1","3","2","5",,,,"3",,,,,,,,,,"10073",,,"3",,,,,,,"89",,,,,,,,,,,,,"173","38","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-25T02:48:00","46.91","-48.81",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"31",,,,,,,,,,,,,"173","68","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44937","2006-12-25T02:48:00","41.71","-49.47",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"137",,,,,,,,,,,,,"173","19","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44933","2006-12-25T02:50:00","49.70","-43.22",,,"1","3","2","5",,,,"3",,,,,,,,,,"10067",,,"3",,,,,,,"89",,,,,,,,,,,,,"173","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-25T03:00:00","48.05","-42.08",,,"1","3","2","5",,,,"3",,,,,,,,,,"10098",,,"3",,,,,,,"146",,,,,,,,,,,,,"173","82","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44624","2006-12-25T03:00:00","49.69","-49.85",,,"1","3","2","5",,,,"3",,,,,,,,,,"9936",,,"3",,,,,,,"17",,,,,,,,,,,,,"173","99","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-25T03:00:00","43.19","-44.03",,,"1","3","2","5",,,,"3",,,,,,,,,,"10103",,,"3",,,,,,,"174",,,,,,,,,,,,,"173","34","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44766","2006-12-25T03:00:00","43.79","-45.08",,,"1","3","2","5",,,,"3",,,,,,,,,,"10055",,,"3",,,,,,,"183",,,,,,,,,,,,,"173","35","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-25T03:00:00","48.86","-43.02",,,"1","3","2","5",,,,"3",,,,,,,,,,"10067",,,"3",,,,,,,"74",,,,,,,,,,,,,"173","83","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-25T03:00:00","47.20","-41.42",,,"1","3","2","5",,,,"3",,,,,,,,,,"10125",,,"3",,,,,,,"100",,,,,,,,,,,,,"173","71","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP6038","2006-12-25T03:00:00","46.40","-48.40",,,"1","6","0","0","0","0",,"1",,"0","220","4","129",,"93","45","4","10009","8","6","3","46","0","46",,"50","0","30","9","9","A",,"A","A","A","5","4","32","10","4","173","68","992","114","5","1","2","1","111113","11111113311111",,,,,,"1","4",,,,,,,,,,,,,"4",,,,,,,,,,,,
"VEP717","2006-12-25T03:00:00","46.70","-48.70",,,"1","4","0","0","0","0",,"1",,"0","250","4","144",,"96","10","6","10000","7","4","3","36","0","34",,"30",,"35",,,,,"A",,,"5","3","19","10","4","173","68","992","114","5","1","2","1","111111","11111111118111",,,,,,"1","4",,,,,,,,,,,,,"4",,,,,,,,,,,,
"YJUF7","2006-12-25T03:00:00","46.70","-48.00",,,"1","6","0","0","0","0",,"1",,"0","220","4","129",,"96","61","4","10008","2","3","3","38","0","36",,"30","0","19","8","8","7",,"4","A","A","5","3","21","10","6","173","68","992","114","5","1","2","1","111111","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"44909","2006-12-25T03:20:00","43.18","-48.25",,,"1","3","2","5",,,,"3",,,,,,,,,,"10073",,,"3",,,,,,,"89",,,,,,,,,,,,,"173","38","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44933","2006-12-25T03:50:00","49.70","-43.22",,,"1","3","2","5",,,,"3",,,,,,,,,,"10045",,,"3",,,,,,,"91",,,,,,,,,,,,,"173","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-25T04:00:00","48.05","-42.08",,,"1","3","2","5",,,,"3",,,,,,,,,,"10080",,,"3",,,,,,,"146",,,,,,,,,,,,,"173","82","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44624","2006-12-25T04:00:00","49.69","-49.85",,,"1","3","2","5",,,,"3",,,,,,,,,,"9939",,,"3",,,,,,,"17",,,,,,,,,,,,,"173","99","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-25T04:00:00","43.14","-43.97",,,"1","3","2","5",,,,"3",,,,,,,,,,"10085",,,"3",,,,,,,"174",,,,,,,,,,,,,"173","33","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44766","2006-12-25T04:00:00","43.79","-45.08",,,"1","3","2","5",,,,"3",,,,,,,,,,"10046",,,"3",,,,,,,"183",,,,,,,,,,,,,"173","35","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-25T04:00:00","48.86","-43.02",,,"1","3","2","5",,,,"3",,,,,,,,,,"10052",,,"3",,,,,,,"75",,,,,,,,,,,,,"173","83","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-25T04:00:00","47.24","-41.55",,,"1","3","2","5",,,,"3",,,,,,,,,,"10108",,,"3",,,,,,,"100",,,,,,,,,,,,,"173","71","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44909","2006-12-25T04:20:00","43.16","-48.22",,,"1","3","2","5",,,,"3",,,,,,,,,,"10068",,,"3",,,,,,,"89",,,,,,,,,,,,,"173","38","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-25T04:41:00","46.94","-48.77",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"29",,,,,,,,,,,,,"173","68","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44937","2006-12-25T04:41:00","41.66","-49.40",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"137",,,,,,,,,,,,,"173","19","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4900505","2006-12-25T04:47:00","45.25","-46.57",,,"1","3","3","5",,,,"3","CA",,,,,,,,,,,,,,,,,,"12","80",,,,,,,,,,,,,"173","56","780","149","18","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44933","2006-12-25T04:50:00","49.82","-43.30",,,"1","3","2","5",,,,"3",,,,,,,,,,"10030",,,"3",,,,,,,"92",,,,,,,,,,,,,"173","93","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-25T05:00:00","48.05","-42.08",,,"1","3","2","5",,,,"3",,,,,,,,,,"10067",,,"3",,,,,,,"145",,,,,,,,,,,,,"173","82","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44624","2006-12-25T05:00:00","49.68","-49.83",,,"1","3","2","5",,,,"3",,,,,,,,,,"9939",,,"3",,,,,,,"17",,,,,,,,,,,,,"173","99","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
